Site ID,M35/4875
Site Name,Missing Name
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/4875","20214785","21-Jul 2021 08:30am","Water Temperature (Field)","13.5","C"
"M35/4875","20207336","15-Jan 2021 07:30am","Alkalinity, Total","39.0","g/m3 as CaCO3"
"M35/4875","20207336","15-Jan 2021 07:30am","Bicarbonate","47.000","mg/L  at 25°C"
"M35/4875","20207336","15-Jan 2021 07:30am","Calcium, Dissolved","12.400","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Chloride","1.700","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Conductivity","9.4","mS/m"
"M35/4875","20207336","15-Jan 2021 07:30am","Conductivity (Field)","9.26","mS/m"
"M35/4875","20207336","15-Jan 2021 07:30am","Difference in Ion Balance","0.690","%"
"M35/4875","20207336","15-Jan 2021 07:30am","Dissolved Oxygen","5.030","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Dissolved Oxygen Saturation","48.300","%"
"M35/4875","20207336","15-Jan 2021 07:30am","E. coli","<1","MPN/100mL"
"M35/4875","20207336","15-Jan 2021 07:30am","Hardness, Total","37.000","g/m3 as CaCO3"
"M35/4875","20207336","15-Jan 2021 07:30am","Magnesium, Dissolved","1.360","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Nitrate Nitrogen","0.300","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Oxidation Reduction Potential","143.000","mV"
"M35/4875","20207336","15-Jan 2021 07:30am","pH","7.5",""
"M35/4875","20207336","15-Jan 2021 07:30am","pH (Field)","6.84",""
"M35/4875","20207336","15-Jan 2021 07:30am","Potassium, Dissolved","0.770","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Silica, Reactive","11.400","mg/L  as SiO2"
"M35/4875","20207336","15-Jan 2021 07:30am","Sodium, Dissolved","4.000","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Sulphate","4.500","mg/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Sum of anions","0.940","meq/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Sum of cations","0.920","meq/L"
"M35/4875","20207336","15-Jan 2021 07:30am","Total Coliforms","2.00","number/100mL"
"M35/4875","20207336","15-Jan 2021 07:30am","Water Temperature (Field)","13.5","C"
"M35/4875","20205245","06-Oct 2020 12:10pm","Alkalinity, Total","38.0","g/m3 as CaCO3"
"M35/4875","20205245","06-Oct 2020 12:10pm","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Bicarbonate","46.000","mg/L  at 25°C"
"M35/4875","20205245","06-Oct 2020 12:10pm","Boron, Dissolved","0.023","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Bromide","0.007","g/m3"
"M35/4875","20205245","06-Oct 2020 12:10pm","Calcium, Dissolved","12.000","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Chloride","1.900","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Conductivity","9.5","mS/m"
"M35/4875","20205245","06-Oct 2020 12:10pm","Conductivity (Field)","9.16","mS/m"
"M35/4875","20205245","06-Oct 2020 12:10pm","Copper, Dissolved","0.0011","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Difference in Ion Balance","1.870","%"
"M35/4875","20205245","06-Oct 2020 12:10pm","Dissolved Oxygen","5.160","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Dissolved Oxygen Saturation","49.400","%"
"M35/4875","20205245","06-Oct 2020 12:10pm","Dissolved Reactive Phosphorus","0.0042","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","E. coli","<1","MPN/100mL"
"M35/4875","20205245","06-Oct 2020 12:10pm","Hardness, Total","36.000","g/m3 as CaCO3"
"M35/4875","20205245","06-Oct 2020 12:10pm","Iron, Dissolved","<0.020","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Magnesium, Dissolved","1.370","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Manganese, Dissolved","0.0010","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Nitrate Nitrogen","0.300","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Oxidation Reduction Potential","221.600","mV"
"M35/4875","20205245","06-Oct 2020 12:10pm","pH","7.6",""
"M35/4875","20205245","06-Oct 2020 12:10pm","pH (Field)","6.74",""
"M35/4875","20205245","06-Oct 2020 12:10pm","Potassium, Dissolved","0.820","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/4875","20205245","06-Oct 2020 12:10pm","Sodium, Dissolved","4.200","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Sulphate","5.500","mg/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Sum of anions","0.950","meq/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Sum of cations","0.920","meq/L"
"M35/4875","20205245","06-Oct 2020 12:10pm","Total Coliforms","<1.00","number/100mL"
"M35/4875","20205245","06-Oct 2020 12:10pm","Water Temperature (Field)","13.2","C"
"M35/4875","20205245","06-Oct 2020 12:10pm","Zinc, Dissolved","0.007","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/4875","20203862","22-Jul 2020 08:15am","Bicarbonate","49.000","mg/L  at 25°C"
"M35/4875","20203862","22-Jul 2020 08:15am","Calcium, Dissolved","13.100","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Chloride","2.000","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Conductivity","9.6","mS/m"
"M35/4875","20203862","22-Jul 2020 08:15am","Conductivity (Field)","8.99","mS/m"
"M35/4875","20203862","22-Jul 2020 08:15am","Difference in Ion Balance","0.350","%"
"M35/4875","20203862","22-Jul 2020 08:15am","Dissolved Oxygen","4.910","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Dissolved Oxygen Saturation","47.400","%"
"M35/4875","20203862","22-Jul 2020 08:15am","E. coli","<1","MPN/100mL"
"M35/4875","20203862","22-Jul 2020 08:15am","Hardness, Total","39.000","g/m3 as CaCO3"
"M35/4875","20203862","22-Jul 2020 08:15am","Magnesium, Dissolved","1.490","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Nitrate Nitrogen","0.280","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Oxidation Reduction Potential","177.000","mV"
"M35/4875","20203862","22-Jul 2020 08:15am","pH","7.3",""
"M35/4875","20203862","22-Jul 2020 08:15am","pH (Field)","6.74",""
"M35/4875","20203862","22-Jul 2020 08:15am","Potassium, Dissolved","0.820","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Silica, Reactive","11.400","mg/L  as SiO2"
"M35/4875","20203862","22-Jul 2020 08:15am","Sodium, Dissolved","4.000","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Sulphate","4.900","mg/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Sum of anions","0.980","meq/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Sum of cations","0.970","meq/L"
"M35/4875","20203862","22-Jul 2020 08:15am","Total Coliforms","<1.00","number/100mL"
"M35/4875","20203862","22-Jul 2020 08:15am","Water Temperature (Field)","13.0","C"
"M35/4875","20200811","28-Jan 2020 14:20pm","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/4875","20200811","28-Jan 2020 14:20pm","Bicarbonate","48.000","mg/L  at 25°C"
"M35/4875","20200811","28-Jan 2020 14:20pm","Calcium, Dissolved","12.700","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Chloride","2.000","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Conductivity","9.7","mS/m"
"M35/4875","20200811","28-Jan 2020 14:20pm","Conductivity (Field)","9.56","mS/m"
"M35/4875","20200811","28-Jan 2020 14:20pm","Difference in Ion Balance","1.190","%"
"M35/4875","20200811","28-Jan 2020 14:20pm","Dissolved Oxygen","5.140","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Dissolved Oxygen Saturation","48.900","%"
"M35/4875","20200811","28-Jan 2020 14:20pm","E. coli","<1","MPN/100mL"
"M35/4875","20200811","28-Jan 2020 14:20pm","Hardness, Total","38.000","g/m3 as CaCO3"
"M35/4875","20200811","28-Jan 2020 14:20pm","Magnesium, Dissolved","1.420","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Nitrate Nitrogen","0.290","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Oxidation Reduction Potential","186.300","mV"
"M35/4875","20200811","28-Jan 2020 14:20pm","pH","7.5",""
"M35/4875","20200811","28-Jan 2020 14:20pm","pH (Field)","6.49",""
"M35/4875","20200811","28-Jan 2020 14:20pm","Potassium, Dissolved","0.780","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Silica, Reactive","11.500","mg/L  as SiO2"
"M35/4875","20200811","28-Jan 2020 14:20pm","Sodium, Dissolved","4.100","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Sulphate","4.800","mg/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Sum of anions","0.970","meq/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Sum of cations","0.950","meq/L"
"M35/4875","20200811","28-Jan 2020 14:20pm","Total Coliforms","<1.00","number/100mL"
"M35/4875","20200811","28-Jan 2020 14:20pm","Water Temperature (Field)","13.3","C"
"M35/4875","20196141","30-Oct 2019 09:00am","Alkalinity, Total","38.0","g/m3 as CaCO3"
"M35/4875","20196141","30-Oct 2019 09:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Bicarbonate","47.000","mg/L  at 25°C"
"M35/4875","20196141","30-Oct 2019 09:00am","Boron, Dissolved","0.024","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Bromide","0.009","g/m3"
"M35/4875","20196141","30-Oct 2019 09:00am","Calcium, Dissolved","13.100","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Chloride","2.100","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Conductivity","9.8","mS/m"
"M35/4875","20196141","30-Oct 2019 09:00am","Conductivity (Field)","9.37","mS/m"
"M35/4875","20196141","30-Oct 2019 09:00am","Copper, Dissolved","0.0014","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Difference in Ion Balance","2.000","%"
"M35/4875","20196141","30-Oct 2019 09:00am","Dissolved Oxygen","5.380","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Dissolved Oxygen Saturation","57.900","%"
"M35/4875","20196141","30-Oct 2019 09:00am","Dissolved Reactive Phosphorus","0.0025","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","E. coli","<1","MPN/100mL"
"M35/4875","20196141","30-Oct 2019 09:00am","Hardness, Total","39.000","g/m3 as CaCO3"
"M35/4875","20196141","30-Oct 2019 09:00am","Iron, Dissolved","<0.020","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Magnesium, Dissolved","1.520","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Manganese, Dissolved","0.0024","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Nitrate Nitrogen","0.340","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Oxidation Reduction Potential","151.300","mV"
"M35/4875","20196141","30-Oct 2019 09:00am","pH","7.1",""
"M35/4875","20196141","30-Oct 2019 09:00am","pH (Field)","7.00",""
"M35/4875","20196141","30-Oct 2019 09:00am","Potassium, Dissolved","0.820","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Silica, Reactive","12.300","mg/L  as SiO2"
"M35/4875","20196141","30-Oct 2019 09:00am","Sodium, Dissolved","4.200","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Sulphate","4.600","mg/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Sum of anions","0.950","meq/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Sum of cations","0.990","meq/L"
"M35/4875","20196141","30-Oct 2019 09:00am","Total Coliforms","<1.00","number/100mL"
"M35/4875","20196141","30-Oct 2019 09:00am","Water Temperature (Field)","13.3","C"
"M35/4875","20196141","30-Oct 2019 09:00am","Zinc, Dissolved","0.005","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/4875","20194406","23-Jul 2019 13:00pm","Bicarbonate","50.000","mg/L  at 25°C"
"M35/4875","20194406","23-Jul 2019 13:00pm","Calcium, Dissolved","13.400","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Chloride","2.100","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Conductivity","9.9","mS/m"
"M35/4875","20194406","23-Jul 2019 13:00pm","Conductivity (Field)","9.69","mS/m"
"M35/4875","20194406","23-Jul 2019 13:00pm","Difference in Ion Balance","1.150","%"
"M35/4875","20194406","23-Jul 2019 13:00pm","Dissolved Oxygen","4.880","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Dissolved Oxygen Saturation","46.400","%"
"M35/4875","20194406","23-Jul 2019 13:00pm","Hardness, Total","39.000","g/m3 as CaCO3"
"M35/4875","20194406","23-Jul 2019 13:00pm","Magnesium, Dissolved","1.480","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Nitrate Nitrogen","0.300","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Oxidation Reduction Potential","191.200","mV"
"M35/4875","20194406","23-Jul 2019 13:00pm","pH","7.1",""
"M35/4875","20194406","23-Jul 2019 13:00pm","pH (Field)","6.68",""
"M35/4875","20194406","23-Jul 2019 13:00pm","Potassium, Dissolved","0.820","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Silica, Reactive","12.100","mg/L  as SiO2"
"M35/4875","20194406","23-Jul 2019 13:00pm","Sodium, Dissolved","4.000","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Sulphate","4.900","mg/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Sum of anions","1.010","meq/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Sum of cations","0.990","meq/L"
"M35/4875","20194406","23-Jul 2019 13:00pm","Water Temperature (Field)","13.3","C"
"M35/4875","20192813","30-Apr 2019 09:00am","Alkalinity, Total","42.0","g/m3 as CaCO3"
"M35/4875","20192813","30-Apr 2019 09:00am","Bicarbonate","51.000","mg/L  at 25°C"
"M35/4875","20192813","30-Apr 2019 09:00am","Calcium, Dissolved","14.000","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Chloride","1.900","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Conductivity","9.9","mS/m"
"M35/4875","20192813","30-Apr 2019 09:00am","Conductivity (Field)","9.74","mS/m"
"M35/4875","20192813","30-Apr 2019 09:00am","Difference in Ion Balance","2.400","%"
"M35/4875","20192813","30-Apr 2019 09:00am","Dissolved Oxygen","4.720","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Dissolved Oxygen Saturation","44.500","%"
"M35/4875","20192813","30-Apr 2019 09:00am","Hardness, Total","41.000","g/m3 as CaCO3"
"M35/4875","20192813","30-Apr 2019 09:00am","Magnesium, Dissolved","1.540","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Nitrate Nitrogen","0.240","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Oxidation Reduction Potential","185.600","mV"
"M35/4875","20192813","30-Apr 2019 09:00am","pH","7.3",""
"M35/4875","20192813","30-Apr 2019 09:00am","pH (Field)","6.53",""
"M35/4875","20192813","30-Apr 2019 09:00am","Potassium, Dissolved","0.800","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Silica, Reactive","12.300","mg/L  as SiO2"
"M35/4875","20192813","30-Apr 2019 09:00am","Sodium, Dissolved","4.200","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Sulphate","3.800","mg/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Sum of anions","0.980","meq/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Sum of cations","1.030","meq/L"
"M35/4875","20192813","30-Apr 2019 09:00am","Total Coliforms","2.00","number/100mL"
"M35/4875","20192813","30-Apr 2019 09:00am","Water Temperature (Field)","13.0","C"
