Site ID,M35/1382
Site Name,Pump 4 Potable
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/1382","131928901","01-Sep 2014 13:45pm","Water Temperature (Field)","12.8","C"
"M35/1382","123655","03-Jun 2014 11:00am","Alkalinity","53.000","g/m3"
"M35/1382","123655","03-Jun 2014 11:00am","Ammoniacal Nitrogen","0.010","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Bromide","0.020","g/m3"
"M35/1382","123655","03-Jun 2014 11:00am","Calcium","15.700","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Chloride","5.200","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Conductivity (Field)","11.40","mS/m"
"M35/1382","123655","03-Jun 2014 11:00am","Dissolved Oxygen","8.400","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Dissolved Oxygen Saturation","79.000","%"
"M35/1382","123655","03-Jun 2014 11:00am","Fluoride","0.030","g/m3"
"M35/1382","123655","03-Jun 2014 11:00am","Iron, Total","0.020","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Magnesium, Total","1.900","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Manganese, Total","0.00500","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Nitrate Nitrogen","0.720","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","pH","7.6",""
"M35/1382","123655","03-Jun 2014 11:00am","pH (Field)","6.80",""
"M35/1382","123655","03-Jun 2014 11:00am","Potassium, Dissolved","0.860","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Silica, Reactive","10.800","mg/L  as SiO2"
"M35/1382","123655","03-Jun 2014 11:00am","Sodium","5.300","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Sulphate","5.600","mg/L"
"M35/1382","123655","03-Jun 2014 11:00am","Water Temperature (Field)","12.8","C"
"M35/1382","118393","03-Mar 2014 13:30pm","Alkalinity","53.000","g/m3"
"M35/1382","118393","03-Mar 2014 13:30pm","Ammoniacal Nitrogen","0.020","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Bromide","0.020","g/m3"
"M35/1382","118393","03-Mar 2014 13:30pm","Calcium","14.700","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Chloride","4.000","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Conductivity (Field)","10.60","mS/m"
"M35/1382","118393","03-Mar 2014 13:30pm","Dissolved Oxygen","8.800","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Dissolved Oxygen Saturation","84.000","%"
"M35/1382","118393","03-Mar 2014 13:30pm","Dissolved Reactive Phosphorus","0.0040","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Fluoride","0.030","g/m3"
"M35/1382","118393","03-Mar 2014 13:30pm","Iron, Total","0.020","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Magnesium, Total","1.800","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Manganese, Total","0.00500","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Nitrate Nitrogen","0.460","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","pH","7.4",""
"M35/1382","118393","03-Mar 2014 13:30pm","pH (Field)","7.20",""
"M35/1382","118393","03-Mar 2014 13:30pm","Potassium, Dissolved","0.890","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Silica, Reactive","11.200","mg/L  as SiO2"
"M35/1382","118393","03-Mar 2014 13:30pm","Sodium","5.300","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Sulphate","5.100","mg/L"
"M35/1382","118393","03-Mar 2014 13:30pm","Water Temperature (Field)","13.1","C"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Alkalinity","53.000","g/m3"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Ammoniacal Nitrogen","0.003","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Bromide","0.020","g/m3"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Calcium","17.100","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Chloride","5.400","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Conductivity (Field)","11.30","mS/m"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Dissolved Oxygen","9.700","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Dissolved Oxygen Saturation","94.000","%"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Fluoride","0.040","g/m3"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Iron, Total","0.020","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Magnesium, Total","1.900","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Manganese, Total","0.00500","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Nitrate Nitrogen","0.750","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","pH","7.5",""
"M35/1382","GNS008002","05-Dec 2013 10:30am","pH (Field)","7.10",""
"M35/1382","GNS008002","05-Dec 2013 10:30am","Potassium, Dissolved","1.000","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Silica, Reactive","10.400","mg/L  as SiO2"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Sodium","5.000","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Sulphate","5.500","mg/L"
"M35/1382","GNS008002","05-Dec 2013 10:30am","Water Temperature (Field)","13.6","C"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Alkalinity","54.000","g/m3"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Ammoniacal Nitrogen","<0.003","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Bromide","<0.020","g/m3"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Calcium","16.600","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Chloride","6.600","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Conductivity (Field)","11.50","mS/m"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Dissolved Oxygen","8.900","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Dissolved Oxygen Saturation","84.000","%"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Fluoride","0.060","g/m3"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Iron, Total","<0.020","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Magnesium, Total","1.900","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Manganese, Total","<0.00500","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Nitrate Nitrogen","1.200","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","pH","7.4",""
"M35/1382","GNS005349","02-Sep 2013 11:10am","pH (Field)","6.90",""
"M35/1382","GNS005349","02-Sep 2013 11:10am","Potassium, Dissolved","0.470","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Silica, Reactive","11.200","mg/L  as SiO2"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Sodium","4.400","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Sulphate","5.700","mg/L"
"M35/1382","GNS005349","02-Sep 2013 11:10am","Water Temperature (Field)","12.8","C"
"M35/1382","117452301","02-Sep 2013 11:00am","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/1382","117452301","02-Sep 2013 11:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Bicarbonate","49.000","mg/L  at 25°C"
"M35/1382","117452301","02-Sep 2013 11:00am","Calcium, Dissolved","16.600","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Chloride","6.300","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Conductivity","11.9","mS/m"
"M35/1382","117452301","02-Sep 2013 11:00am","Conductivity (Field)","11.50","mS/m"
"M35/1382","117452301","02-Sep 2013 11:00am","Difference in Ion Balance","1.060","%"
"M35/1382","117452301","02-Sep 2013 11:00am","Dissolved Oxygen","8.900","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Dissolved Oxygen Saturation","84.000","%"
"M35/1382","117452301","02-Sep 2013 11:00am","E. coli","<1","MPN/100mL"
"M35/1382","117452301","02-Sep 2013 11:00am","Hardness, Total","49.000","g/m3 as CaCO3"
"M35/1382","117452301","02-Sep 2013 11:00am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Magnesium, Dissolved","1.890","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Manganese, Dissolved","<0.0005","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Nitrate Nitrogen","1.140","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","pH","7.4",""
"M35/1382","117452301","02-Sep 2013 11:00am","pH (Field)","6.90",""
"M35/1382","117452301","02-Sep 2013 11:00am","Potassium, Dissolved","0.870","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Silica, Reactive","11.500","mg/L  as SiO2"
"M35/1382","117452301","02-Sep 2013 11:00am","Sodium, Dissolved","5.100","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Sulphate","6.200","mg/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Sum of anions","1.200","meq/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Sum of cations","1.230","meq/L"
"M35/1382","117452301","02-Sep 2013 11:00am","Total Coliforms","<1.00","number/100mL"
"M35/1382","117452301","02-Sep 2013 11:00am","Water Temperature (Field)","12.8","C"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Alkalinity","53.000","g/m3"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Ammoniacal Nitrogen","0.010","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Bromide","<0.020","g/m3"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Calcium","15.100","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Chloride","3.000","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Conductivity (Field)","10.50","mS/m"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Dissolved Oxygen","8.800","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Dissolved Oxygen Saturation","83.000","%"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Fluoride","0.070","g/m3"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Iron, Total","<0.020","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Magnesium, Total","1.700","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Manganese, Total","<0.00500","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Nitrate Nitrogen","0.430","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","pH","7.4",""
"M35/1382","GNS003326","07-Jun 2013 10:00am","pH (Field)","6.90",""
"M35/1382","GNS003326","07-Jun 2013 10:00am","Potassium, Dissolved","0.680","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Silica, Reactive","12.300","mg/L  as SiO2"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Sodium","4.300","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Sulphate","4.900","mg/L"
"M35/1382","GNS003326","07-Jun 2013 10:00am","Water Temperature (Field)","12.8","C"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Alkalinity","53.000","g/m3"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Ammoniacal Nitrogen","0.020","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Bromide","<0.020","g/m3"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Calcium","15.200","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Chloride","3.600","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Conductivity (Field)","11.00","mS/m"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Dissolved Oxygen","9.600","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Dissolved Oxygen Saturation","92.000","%"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Dissolved Reactive Phosphorus","<0.0030","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Fluoride","0.060","g/m3"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Iron, Total","<0.020","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Magnesium, Total","1.700","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Manganese, Total","<0.00500","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Nitrate Nitrogen","0.530","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","pH","7.2",""
"M35/1382","GNS001456","04-Mar 2013 10:45am","pH (Field)","6.70",""
"M35/1382","GNS001456","04-Mar 2013 10:45am","Potassium, Dissolved","0.690","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Silica, Reactive","11.700","mg/L  as SiO2"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Sodium","4.700","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Sulphate","5.500","mg/L"
"M35/1382","GNS001456","04-Mar 2013 10:45am","Water Temperature (Field)","12.9","C"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Alkalinity","51.000","g/m3"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Ammoniacal Nitrogen","0.006","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Bromide","<0.020","g/m3"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Calcium","14.500","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Chloride","5.100","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Conductivity (Field)","11.70","mS/m"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Dissolved Oxygen","8.700","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Dissolved Oxygen Saturation","84.000","%"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Fluoride","0.050","g/m3"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Iron, Total","<0.020","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Magnesium, Total","1.700","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Manganese, Total","<0.00500","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Nitrate Nitrogen","0.890","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","pH","7.1",""
"M35/1382","GNS006778","03-Dec 2012 10:30am","pH (Field)","6.50",""
"M35/1382","GNS006778","03-Dec 2012 10:30am","Potassium, Dissolved","0.780","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Silica, Reactive","11.300","mg/L  as SiO2"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Sodium","3.900","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Sulphate","5.500","mg/L"
"M35/1382","GNS006778","03-Dec 2012 10:30am","Water Temperature (Field)","12.8","C"
"M35/1382","1204296","04-Sep 2012 11:05am","Alkalinity to pH 4.5 as HCO3","53.000","mg/L  as HCO3"
"M35/1382","1204296","04-Sep 2012 11:05am","Ammoniacal Nitrogen","0.049","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Boron, Dissolved","0.020","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Cadmium, Dissolved","<0.00005","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Calcium, Dissolved","13.600","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Chloride","3.600","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Conductivity","10.0","mS/m"
"M35/1382","1204296","04-Sep 2012 11:05am","Conductivity (Field)","11.30","mS/m"
"M35/1382","1204296","04-Sep 2012 11:05am","Difference in Ion Balance","-1.900","%"
"M35/1382","1204296","04-Sep 2012 11:05am","Dissolved Oxygen","0.160","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Dissolved Oxygen Saturation","1.600","%"
"M35/1382","1204296","04-Sep 2012 11:05am","E. coli","<1","MPN/100mL"
"M35/1382","1204296","04-Sep 2012 11:05am","Hardness, Total","41.000","g/m3 as CaCO3"
"M35/1382","1204296","04-Sep 2012 11:05am","Iron, Dissolved","2.800","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Magnesium, Dissolved","1.670","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Manganese, Dissolved","0.0269","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Nitrate Nitrogen","0.500","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","pH","7.3",""
"M35/1382","1204296","04-Sep 2012 11:05am","pH (Field)","6.80",""
"M35/1382","1204296","04-Sep 2012 11:05am","Potassium, Dissolved","0.828","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Silica, Reactive","8.200","mg/L  as SiO2"
"M35/1382","1204296","04-Sep 2012 11:05am","Sodium, Dissolved","4.540","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Sulphate","8.500","mg/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Sum of anions","1.183","meq/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Sum of cations","1.138","meq/L"
"M35/1382","1204296","04-Sep 2012 11:05am","Total Coliforms","<1.00","number/100mL"
"M35/1382","1204296","04-Sep 2012 11:05am","Water Temperature (Field)","12.0","C"
"M35/1382","1204291","04-Sep 2012 11:00am","Alkalinity","49.000","g/m3"
"M35/1382","1204291","04-Sep 2012 11:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Bromide","<0.020","g/m3"
"M35/1382","1204291","04-Sep 2012 11:00am","Calcium","13.000","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Chloride","3.300","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Conductivity (Field)","11.30","mS/m"
"M35/1382","1204291","04-Sep 2012 11:00am","Dissolved Oxygen","0.160","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Dissolved Oxygen Saturation","1.600","%"
"M35/1382","1204291","04-Sep 2012 11:00am","Fluoride","0.030","g/m3"
"M35/1382","1204291","04-Sep 2012 11:00am","Iron, Total","3.100","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Magnesium, Total","1.600","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Manganese, Total","0.03000","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Nitrate Nitrogen","0.410","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","pH","7.3",""
"M35/1382","1204291","04-Sep 2012 11:00am","pH (Field)","6.80",""
"M35/1382","1204291","04-Sep 2012 11:00am","Potassium, Dissolved","0.760","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Silica, Reactive","9.300","mg/L  as SiO2"
"M35/1382","1204291","04-Sep 2012 11:00am","Sodium","4.400","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Sulphate","5.800","mg/L"
"M35/1382","1204291","04-Sep 2012 11:00am","Water Temperature (Field)","12.0","C"
"M35/1382","1202931","05-Jun 2012 10:30am","Alkalinity","53.000","g/m3"
"M35/1382","1202931","05-Jun 2012 10:30am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Bromide","<0.020","g/m3"
"M35/1382","1202931","05-Jun 2012 10:30am","Calcium","15.000","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Chloride","2.700","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Conductivity (Field)","10.60","mS/m"
"M35/1382","1202931","05-Jun 2012 10:30am","Dissolved Oxygen","8.700","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Dissolved Oxygen Saturation","84.000","%"
"M35/1382","1202931","05-Jun 2012 10:30am","Fluoride","0.080","g/m3"
"M35/1382","1202931","05-Jun 2012 10:30am","Iron, Total","<0.020","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Magnesium, Total","1.600","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Manganese, Total","<0.00500","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Nitrate Nitrogen","0.380","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","pH","7.1",""
"M35/1382","1202931","05-Jun 2012 10:30am","pH (Field)","6.70",""
"M35/1382","1202931","05-Jun 2012 10:30am","Potassium, Dissolved","0.790","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Silica, Reactive","12.000","mg/L  as SiO2"
"M35/1382","1202931","05-Jun 2012 10:30am","Sodium","4.300","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Sulphate","4.900","mg/L"
"M35/1382","1202931","05-Jun 2012 10:30am","Water Temperature (Field)","13.3","C"
"M35/1382","1201083","01-Mar 2012 10:30am","Alkalinity","52.000","g/m3"
"M35/1382","1201083","01-Mar 2012 10:30am","Ammoniacal Nitrogen","0.050","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Bromide","<0.030","g/m3"
"M35/1382","1201083","01-Mar 2012 10:30am","Calcium","14.000","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Chloride","3.100","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Conductivity (Field)","10.70","mS/m"
"M35/1382","1201083","01-Mar 2012 10:30am","Dissolved Oxygen","9.000","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Dissolved Oxygen Saturation","87.000","%"
"M35/1382","1201083","01-Mar 2012 10:30am","Dissolved Reactive Phosphorus","<0.0020","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Fluoride","0.070","g/m3"
"M35/1382","1201083","01-Mar 2012 10:30am","Iron, Total","<0.020","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Magnesium, Total","1.600","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Manganese, Total","<0.00500","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Nitrate Nitrogen","0.480","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","pH","7.2",""
"M35/1382","1201083","01-Mar 2012 10:30am","pH (Field)","*",""
"M35/1382","1201083","01-Mar 2012 10:30am","Potassium, Dissolved","0.380","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","1201083","01-Mar 2012 10:30am","Sodium","4.700","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Sulphate","5.100","mg/L"
"M35/1382","1201083","01-Mar 2012 10:30am","Water Temperature (Field)","12.9","C"
"M35/1382","1108677","05-Dec 2011 11:00am","Alkalinity","53.000","g/m3"
"M35/1382","1108677","05-Dec 2011 11:00am","Ammoniacal Nitrogen","0.020","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Bromide","<0.030","g/m3"
"M35/1382","1108677","05-Dec 2011 11:00am","Calcium","15.000","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Chloride","3.200","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Conductivity (Field)","11.00","mS/m"
"M35/1382","1108677","05-Dec 2011 11:00am","Dissolved Oxygen","9.100","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Dissolved Oxygen Saturation","86.000","%"
"M35/1382","1108677","05-Dec 2011 11:00am","Fluoride","0.060","g/m3"
"M35/1382","1108677","05-Dec 2011 11:00am","Iron, Total","0.020","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Magnesium, Total","1.800","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Manganese, Total","<0.00500","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Nitrate Nitrogen","0.570","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","pH","7.3",""
"M35/1382","1108677","05-Dec 2011 11:00am","pH (Field)","6.70",""
"M35/1382","1108677","05-Dec 2011 11:00am","Potassium, Dissolved","0.630","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Silica, Reactive","12.000","mg/L  as SiO2"
"M35/1382","1108677","05-Dec 2011 11:00am","Sodium","4.800","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Sulphate","5.100","mg/L"
"M35/1382","1108677","05-Dec 2011 11:00am","Water Temperature (Field)","12.9","C"
"M35/1382","1105260","01-Sep 2011 09:35am","Alkalinity to pH 4.5 as HCO3","53.000","mg/L  as HCO3"
"M35/1382","1105260","01-Sep 2011 09:35am","Ammoniacal Nitrogen","0.013","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Calcium, Dissolved","14.300","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Chloride","2.800","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Conductivity","9.7","mS/m"
"M35/1382","1105260","01-Sep 2011 09:35am","Conductivity (Field)","10.60","mS/m"
"M35/1382","1105260","01-Sep 2011 09:35am","Difference in Ion Balance","-1.000","%"
"M35/1382","1105260","01-Sep 2011 09:35am","Dissolved Oxygen","7.800","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Dissolved Oxygen Saturation","74.000","%"
"M35/1382","1105260","01-Sep 2011 09:35am","E. coli","<1","MPN/100mL"
"M35/1382","1105260","01-Sep 2011 09:35am","Hardness, Total","42.000","g/m3 as CaCO3"
"M35/1382","1105260","01-Sep 2011 09:35am","Iron, Dissolved","<0.020","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Magnesium, Dissolved","1.620","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Manganese, Dissolved","<0.0005","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Nitrate Nitrogen","0.400","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","pH","7.3",""
"M35/1382","1105260","01-Sep 2011 09:35am","pH (Field)","6.30",""
"M35/1382","1105260","01-Sep 2011 09:35am","Potassium, Dissolved","0.740","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Silica, Reactive","11.000","mg/L  as SiO2"
"M35/1382","1105260","01-Sep 2011 09:35am","Sodium, Dissolved","4.600","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Sulphate","5.400","mg/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Sum of anions","1.089","meq/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Sum of cations","1.067","meq/L"
"M35/1382","1105260","01-Sep 2011 09:35am","Total Coliforms","<1.00","number/100mL"
"M35/1382","1105260","01-Sep 2011 09:35am","Water Temperature (Field)","12.9","C"
"M35/1382","1101408","01-Sep 2011 09:30am","Alkalinity","53.000","g/m3"
"M35/1382","1101408","01-Sep 2011 09:30am","Ammoniacal Nitrogen","0.010","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Bromide","0.030","g/m3"
"M35/1382","1101408","01-Sep 2011 09:30am","Calcium","14.000","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Chloride","2.800","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Conductivity (Field)","10.60","mS/m"
"M35/1382","1101408","01-Sep 2011 09:30am","Dissolved Oxygen","7.800","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Dissolved Oxygen Saturation","74.000","%"
"M35/1382","1101408","01-Sep 2011 09:30am","Fluoride","0.050","g/m3"
"M35/1382","1101408","01-Sep 2011 09:30am","Iron, Total","0.020","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Magnesium, Total","1.600","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Manganese, Total","0.00500","mg/L"
"M35/1382","1101408","01-Sep 2011 09:30am","Nitrate Nitrogen","0.360","mg/L"
